"Year","Question","Demographics_Type","Demographics_Value","Percent","Low_Confidence_Interval","High_Confidence_Interval","Confidence_Interval_Formatted","Data_Source"
"July 2021 - December 2023","How often do you get the social and emotional support you need?","RaceEthnicity","White, NH","67.2","63.6","70.7","67.2 (CI 63.6-70.7)","NHIS-Teen"
"July 2021 - December 2023","How often do you get the social and emotional support you need?","Sex","Female","51.7","47.8","55.7","51.7 (CI 47.8-55.7)","NHIS-Teen"
"July 2021 - December 2023","How often do you get the social and emotional support you need?","Sex","Male","64.2","60.2","68.0","64.2 (CI 60.2-68.0)","NHIS-Teen"
"July 2021 - December 2023","How often do you get the social and emotional support you need?","Total","Total","58.1","55.3","60.9","58.1 (CI 55.3-60.9)","NHIS-Teen"
"2021","How often do you get the social and emotional support you need?","Age","18-34 years","82.8","81.6","83.9","82.8 (CI 81.6 - 83.9 )","NHIS"
"2021","How often do you get the social and emotional support you need?","Age","35-64 years","81.1","80.3","81.8","81.1 (CI 80.3 - 81.8 )","NHIS"
"2021","How often do you get the social and emotional support you need?","Age","65+ years","84.1","83.2","85.1","84.1 (CI 83.2 - 85.1 )","NHIS"
"2021","How often do you get the social and emotional support you need?","RaceEthnicity","AI/AN, NH","68.0","54.5","79.7","68.0 (CI 54.5 - 79.7 )","NHIS"
"2021","How often do you get the social and emotional support you need?","RaceEthnicity","Asian, NH","72.9","70.3","75.4","72.9 (CI 70.3 - 75.4 )","NHIS"
"2021","How often do you get the social and emotional support you need?","RaceEthnicity","Black, NH","76.5","74.7","78.3","76.5 (CI 74.7 - 78.3 )","NHIS"
"2021","How often do you get the social and emotional support you need?","RaceEthnicity","Hispanic","78.7","77.1","80.3","78.7 (CI 77.1 - 80.3 )","NHIS"
"2021","How often do you get the social and emotional support you need?","RaceEthnicity","Multiple/Other, NH","77.9","73.1","82.1","77.9 (CI 73.1 - 82.1 )","NHIS"
"2021","How often do you get the social and emotional support you need?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2021","How often do you get the social and emotional support you need?","RaceEthnicity","White, NH","85.4","84.7","86.0","85.4 (CI 84.7 - 86.0 )","NHIS"
"2021","How often do you get the social and emotional support you need?","Sex","Female","82.4","81.6","83.2","82.4 (CI 81.6 - 83.2 )","NHIS"
"2021","How often do you get the social and emotional support you need?","Sex","Male","82.1","81.3","82.9","82.1 (CI 81.3 - 82.9 )","NHIS"
"2021","How often do you get the social and emotional support you need?","Total","Total","82.2","81.7","82.8","82.2 (CI 81.7 - 82.8 )","NHIS"
"2020","How often do you get the social and emotional support you need?","Age","18-34 years","80.0","78.2","81.8","80.0 (CI 78.2 - 81.8 )","NHIS"
"2020","How often do you get the social and emotional support you need?","Age","35-64 years","75.2","73.9","76.4","75.2 (CI 73.9 - 76.4 )","NHIS"
"2020","How often do you get the social and emotional support you need?","Age","65+ years","79.5","78.1","80.9","79.5 (CI 78.1 - 80.9 )","NHIS"
"2020","How often do you get the social and emotional support you need?","RaceEthnicity","AI/AN, NH","67.4","51.6","80.7","67.4 (CI 51.6 - 80.7 )","NHIS"
"2020","How often do you get the social and emotional support you need?","RaceEthnicity","Asian, NH","71.3","67.5","74.8","71.3 (CI 67.5 - 74.8 )","NHIS"
"2020","How often do you get the social and emotional support you need?","RaceEthnicity","Black, NH","71.6","68.5","74.6","71.6 (CI 68.5 - 74.6 )","NHIS"
"2020","How often do you get the social and emotional support you need?","RaceEthnicity","Hispanic","70.9","68.1","73.6","70.9 (CI 68.1 - 73.6 )","NHIS"
"2020","How often do you get the social and emotional support you need?","RaceEthnicity","Multiple/Other, NH","73.9","66.9","80.2","73.9 (CI 66.9 - 80.2 )","NHIS"
"2020","How often do you get the social and emotional support you need?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2020","How often do you get the social and emotional support you need?","RaceEthnicity","White, NH","81.2","80.2","82.2","81.2 (CI 80.2 - 82.2 )","NHIS"
"2020","How often do you get the social and emotional support you need?","Sex","Female","77.6","76.4","78.8","77.6 (CI 76.4 - 78.8 )","NHIS"
"2020","How often do you get the social and emotional support you need?","Sex","Male","77.5","76.2","78.7","77.5 (CI 76.2 - 78.7 )","NHIS"
"2020","How often do you get the social and emotional support you need?","Total","Total","77.5","76.6","78.4","77.5 (CI 76.6 - 78.4 )","NHIS"
"2024","In general, how satisfied are you with your life?","Age","18-34 years","96.3","95.7","96.9","96.3 (CI 95.7-96.9)","NHIS"
"2024","In general, how satisfied are you with your life?","Age","35-64 years","96.0","95.6","96.3","96.0 (CI 95.6-96.3)","NHIS"
"2024","In general, how satisfied are you with your life?","Age","65+ years","95.4","94.9","95.8","95.4 (CI 94.9-95.8)","NHIS"
"2024","In general, how satisfied are you with your life?","RaceEthnicity","AI/AN, NH","90.1","84.3","94.3","90.1 (CI 84.3-94.3)","NHIS"
"2024","In general, how satisfied are you with your life?","RaceEthnicity","Asian, NH","97.2","96.1","98.0","97.2 (CI 96.1-98.0)","NHIS"
"2024","In general, how satisfied are you with your life?","RaceEthnicity","Black, NH","95.1","94.1","96.0","95.1 (CI 94.1-96.0)","NHIS"
"2024","In general, how satisfied are you with your life?","RaceEthnicity","Hispanic","96.7","96.1","97.3","96.7 (CI 96.1-97.3)","NHIS"
"2024","In general, how satisfied are you with your life?","RaceEthnicity","Multiple/Other, NH","91.3","88.2","93.9","91.3 (CI 88.2-93.9)","NHIS"
"2024","In general, how satisfied are you with your life?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2024","In general, how satisfied are you with your life?","RaceEthnicity","White, NH","95.9","95.6","96.2","95.9 (CI 95.6-96.2)","NHIS"
"2024","In general, how satisfied are you with your life?","Sex","Female","96.1","95.7","96.4","96.1 (CI 95.7-96.4)","NHIS"
"2024","In general, how satisfied are you with your life?","Sex","Male","95.8","95.3","96.2","95.8 (CI 95.3-96.2)","NHIS"
"2024","In general, how satisfied are you with your life?","Total","Total","95.9","95.6","96.2","95.9 (CI 95.6-96.2)","NHIS"
"2023","In general, how satisfied are you with your life?","Age","18-34 years","95.9","95.2","96.5","95.9 (CI 95.2-96.5)","NHIS"
"2023","In general, how satisfied are you with your life?","Age","35-64 years","95.9","95.5","96.3","95.9 (CI 95.5-96.3)","NHIS"
"2023","In general, how satisfied are you with your life?","Age","65+ years","95.3","94.8","95.7","95.3 (CI 94.8-95.7)","NHIS"
"2023","In general, how satisfied are you with your life?","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2023","In general, how satisfied are you with your life?","RaceEthnicity","Asian, NH","97.9","97.0","98.5","97.9 (CI 97.0-98.5)","NHIS"
"2023","In general, how satisfied are you with your life?","RaceEthnicity","Black, NH","93.7","92.6","94.8","93.7 (CI 92.6-94.8)","NHIS"
"2023","In general, how satisfied are you with your life?","RaceEthnicity","Hispanic","96.6","96.0","97.2","96.6 (CI 96.0-97.2)","NHIS"
"2023","In general, how satisfied are you with your life?","RaceEthnicity","Multiple/Other, NH","93.1","89.9","95.5","93.1 (CI 89.9-95.5)","NHIS"
"2023","In general, how satisfied are you with your life?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2023","In general, how satisfied are you with your life?","RaceEthnicity","White, NH","95.8","95.4","96.1","95.8 (CI 95.4-96.1)","NHIS"
"2023","In general, how satisfied are you with your life?","Sex","Female","95.9","95.5","96.3","95.9 (CI 95.5-96.3)","NHIS"
"2023","In general, how satisfied are you with your life?","Sex","Male","95.6","95.1","96.0","95.6 (CI 95.1-96.0)","NHIS"
"2023","In general, how satisfied are you with your life?","Total","Total","95.7","95.4","96.0","95.7 (CI 95.4-96.0)","NHIS"
"2022","In general, how satisfied are you with your life?","Age","18-34 years","96.2","95.6","96.8","96.2 (CI 95.6-96.8)","NHIS"
"2022","In general, how satisfied are you with your life?","Age","35-64 years","95.9","95.5","96.3","95.9 (CI 95.5-96.3)","NHIS"
"2022","In general, how satisfied are you with your life?","Age","65+ years","95.1","94.5","95.6","95.1 (CI 94.5-95.6)","NHIS"
"2022","In general, how satisfied are you with your life?","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2022","In general, how satisfied are you with your life?","RaceEthnicity","Asian, NH","98.0","97.0","98.7","98.0 (CI 97.0-98.7)","NHIS"
"2022","In general, how satisfied are you with your life?","RaceEthnicity","Black, NH","95.2","94.2","96.1","95.2 (CI 94.2-96.1)","NHIS"
"2022","In general, how satisfied are you with your life?","RaceEthnicity","Hispanic","96.9","96.2","97.5","96.9 (CI 96.2-97.5)","NHIS"
"2022","In general, how satisfied are you with your life?","RaceEthnicity","Multiple/Other, NH","93.2","90.0","95.6","93.2 (CI 90.0-95.6)","NHIS"
"2022","In general, how satisfied are you with your life?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2022","In general, how satisfied are you with your life?","RaceEthnicity","White, NH","95.6","95.2","95.9","95.6 (CI 95.2-95.9)","NHIS"
"2022","In general, how satisfied are you with your life?","Sex","Female","95.9","95.5","96.2","95.9 (CI 95.5-96.2)","NHIS"
"2022","In general, how satisfied are you with your life?","Sex","Male","95.8","95.4","96.2","95.8 (CI 95.4-96.2)","NHIS"
"2022","In general, how satisfied are you with your life?","Total","Total","95.8","95.5","96.1","95.8 (CI 95.5-96.1)","NHIS"
"2021","In general, how satisfied are you with your life?","Age","18-34 years","95.6","94.3","96.7","95.6 (CI 94.3-96.7)","NHIS"
"2021","In general, how satisfied are you with your life?","Age","35-64 years","94.2","93.2","95.0","94.2 (CI 93.2-95.0)","NHIS"
"2021","In general, how satisfied are you with your life?","Age","65+ years","95.2","94.2","96.2","95.2 (CI 94.2-96.2)","NHIS"
"2021","In general, how satisfied are you with your life?","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2021","In general, how satisfied are you with your life?","RaceEthnicity","Asian, NH","96.5","94.2","98.1","96.5 (CI 94.2-98.1)","NHIS"
"2021","In general, how satisfied are you with your life?","RaceEthnicity","Black, NH","93.3","90.8","95.2","93.3 (CI 90.8-95.2)","NHIS"
"2021","In general, how satisfied are you with your life?","RaceEthnicity","Hispanic","96.2","94.6","97.4","96.2 (CI 94.6-97.4)","NHIS"
"2021","In general, how satisfied are you with your life?","RaceEthnicity","Multiple/Other, NH","88.1","79.1","94.1","88.1 (CI 79.1-94.1)","NHIS"
"2021","In general, how satisfied are you with your life?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2021","In general, how satisfied are you with your life?","RaceEthnicity","White, NH","94.8","94.0","95.5","94.8 (CI 94.0-95.5)","NHIS"
"2021","In general, how satisfied are you with your life?","Sex","Female","95.3","94.5","96.1","95.3 (CI 94.5-96.1)","NHIS"
"2021","In general, how satisfied are you with your life?","Sex","Male","94.2","93.3","95.1","94.2 (CI 93.3-95.1)","NHIS"
"2021","In general, how satisfied are you with your life?","Total","Total","94.8","94.2","95.4","94.8 (CI 94.2-95.4)","NHIS"
